init_alpha,init_sigma,epoch,layer,alpha,frobenius
1.6,0.5,8,features.16.weight,1.6804206,26.50701
1.6,0.5,8,classifier.weight,1.9015661,4.559505
1.6,0.5,15,features.0.weight,1.6639085,20.863543
1.6,0.5,15,features.2.weight,1.6337388,20.126804
1.6,0.5,15,features.4.weight,1.634899,25.380331
1.6,0.5,15,features.6.weight,1.6492666,39.01633
1.6,0.5,15,features.8.weight,1.6657689,39.241386
1.6,0.5,15,features.10.weight,1.6250367,26.400375
1.6,0.5,15,features.12.weight,1.6634965,30.721703
1.6,0.5,15,features.14.weight,1.6386979,186.7141
1.6,0.5,15,features.16.weight,1.6785756,26.510529
1.6,0.5,15,classifier.weight,1.9276309,4.5810614
1.6,0.5,20,features.0.weight,1.6639016,20.86401
1.6,0.5,20,features.2.weight,1.6336352,20.127209
1.6,0.5,20,features.4.weight,1.6348544,25.380695
1.6,0.5,20,features.6.weight,1.6490736,39.016693
1.6,0.5,20,features.8.weight,1.6654903,39.242012
1.6,0.5,20,features.10.weight,1.6246121,26.401213
1.6,0.5,20,features.12.weight,1.6631122,30.722977
1.6,0.5,20,features.14.weight,1.6382421,186.71423
1.6,0.5,20,features.16.weight,1.6771892,26.51393
1.6,0.5,20,classifier.weight,1.9289813,4.6088853
1.6,0.5,100,features.0.weight,1.6640571,20.873297
1.6,0.5,100,features.2.weight,1.6323588,20.133581
1.6,0.5,100,features.4.weight,1.646956,25.38884
1.6,0.5,100,features.6.weight,1.6600631,39.02292
1.6,0.5,100,features.8.weight,1.6606077,39.248955
1.6,0.5,100,features.10.weight,1.6308783,26.422949
1.6,0.5,100,features.12.weight,1.6684004,30.747543
1.6,0.5,100,features.14.weight,1.6443851,186.7199
1.6,0.5,100,features.16.weight,1.6926738,26.58741
1.6,0.5,100,classifier.weight,2.0275438,5.0537734
1.6,0.5,2,features.0.weight,1.6639075,20.86299
1.6,0.5,2,features.2.weight,1.6338863,20.125904
1.6,0.5,2,features.4.weight,1.6350799,25.379642
1.6,0.5,2,features.6.weight,1.6496187,39.015675
1.6,0.5,2,features.8.weight,1.6661716,39.240177
1.6,0.5,2,features.10.weight,1.6254127,26.39909
1.6,0.5,2,features.12.weight,1.6639369,30.720293
1.6,0.5,2,features.14.weight,1.6393197,186.71396
1.6,0.5,2,features.16.weight,1.6809827,26.50573
1.6,0.5,2,classifier.weight,1.9060616,4.5531263
1.6,0.5,4,features.0.weight,1.6638774,20.863039
1.6,0.5,4,features.2.weight,1.6338732,20.126076
1.6,0.5,4,features.4.weight,1.6350424,25.379648
1.6,0.5,4,features.6.weight,1.6495744,39.015713
1.6,0.5,4,features.8.weight,1.6661286,39.240253
1.6,0.5,4,features.10.weight,1.6253871,26.39906
1.6,0.5,4,features.12.weight,1.6639128,30.720415
1.6,0.5,4,features.14.weight,1.6392877,186.71397
1.6,0.5,4,features.16.weight,1.6808635,26.505938
1.6,0.5,4,classifier.weight,1.9048758,4.554088
1.6,0.5,125,features.0.weight,1.664175,20.876173
1.6,0.5,125,features.2.weight,1.632254,20.136253
1.6,0.5,125,features.4.weight,1.6464651,25.39152
1.6,0.5,125,features.6.weight,1.6591754,39.024326
1.6,0.5,125,features.8.weight,1.6595762,39.25179
1.6,0.5,125,features.10.weight,1.6293412,26.425688
1.6,0.5,125,features.12.weight,1.6662014,30.750996
1.6,0.5,125,features.14.weight,1.6569253,186.72081
1.6,0.5,125,features.16.weight,1.7015574,26.598993
1.6,0.5,125,classifier.weight,2.0709715,5.1408615
1.6,0.5,0,features.0.weight,1.6638896,20.8629
1.6,0.5,0,features.2.weight,1.6339105,20.12575
1.6,0.5,0,features.4.weight,1.635106,25.37961
1.6,0.5,0,features.6.weight,1.649644,39.015617
1.6,0.5,0,features.8.weight,1.6661881,39.24016
1.6,0.5,0,features.10.weight,1.6254184,26.399088
1.6,0.5,0,features.12.weight,1.6639491,30.720284
1.6,0.5,0,features.14.weight,1.6393402,186.71396
1.6,0.5,0,features.16.weight,1.6810361,26.505642
1.6,0.5,0,classifier.weight,1.9060606,4.55281
1.6,0.5,150,features.0.weight,1.6643243,20.87875
1.6,0.5,150,features.2.weight,1.6321299,20.138102
1.6,0.5,150,features.4.weight,1.6460454,25.393303
1.6,0.5,150,features.6.weight,1.658458,39.02519
1.6,0.5,150,features.8.weight,1.6585529,39.254185
1.6,0.5,150,features.10.weight,1.6282642,26.42757
1.6,0.5,150,features.12.weight,1.6644998,30.755499
1.6,0.5,150,features.14.weight,1.6555793,186.72145
1.6,0.5,150,features.16.weight,1.7116456,26.608442
1.6,0.5,150,classifier.weight,2.103374,5.2107215
1.6,0.5,550,features.0.weight,1.6630692,20.904493
1.6,0.5,550,features.2.weight,1.6442302,20.158285
1.6,0.5,550,features.4.weight,1.6424997,25.40966
1.6,0.5,550,features.6.weight,1.6528072,39.032543
1.6,0.5,550,features.8.weight,1.6659579,39.26648
1.6,0.5,550,features.10.weight,1.6212329,26.445295
1.6,0.5,550,features.12.weight,1.6664811,30.775867
1.6,0.5,550,features.14.weight,1.660791,186.72527
1.6,0.5,550,features.16.weight,1.7241098,26.668047
1.6,0.5,550,classifier.weight,2.2149389,5.6354136
1.6,0.5,500,features.0.weight,1.6632025,20.901989
1.6,0.5,500,features.2.weight,1.6302917,20.157112
1.6,0.5,500,features.4.weight,1.6428697,25.408674
1.6,0.5,500,features.6.weight,1.6532266,39.03204
1.6,0.5,500,features.8.weight,1.6664654,39.26592
1.6,0.5,500,features.10.weight,1.6217529,26.444458
1.6,0.5,500,features.12.weight,1.6674267,30.774593
1.6,0.5,500,features.14.weight,1.6614783,186.72498
1.6,0.5,500,features.16.weight,1.7265786,26.663866
1.6,0.5,500,classifier.weight,2.1961477,5.6038256
1.6,0.5,40,features.0.weight,1.6638796,20.866344
1.6,0.5,40,features.2.weight,1.633068,20.129126
1.6,0.5,40,features.4.weight,1.6341859,25.382782
1.6,0.5,40,features.6.weight,1.6483229,39.018616
1.6,0.5,40,features.8.weight,1.66418,39.244022
1.6,0.5,40,features.10.weight,1.6225772,26.407534
1.6,0.5,40,features.12.weight,1.6606286,30.727972
1.6,0.5,40,features.14.weight,1.6498811,186.71727
1.6,0.5,40,features.16.weight,1.6834793,26.542278
1.6,0.5,40,classifier.weight,1.936762,4.745147
1.6,0.5,300,features.0.weight,1.6639915,20.891972
1.6,0.5,300,features.2.weight,1.6314424,20.14898
1.6,0.5,300,features.4.weight,1.6444553,25.403957
1.6,0.5,300,features.6.weight,1.6558568,39.028458
1.6,0.5,300,features.8.weight,1.6692413,39.257797
1.6,0.5,300,features.10.weight,1.6243347,26.435429
1.6,0.5,300,features.12.weight,1.6723046,30.767134
1.6,0.5,300,features.14.weight,1.6508255,186.72343
1.6,0.5,300,features.16.weight,1.7098098,26.640762
1.6,0.5,300,classifier.weight,2.1662006,5.444236
1.6,0.5,75,features.0.weight,1.6640427,20.870567
1.6,0.5,75,features.2.weight,1.6326642,20.132221
1.6,0.5,75,features.4.weight,1.6334018,25.386702
1.6,0.5,75,features.6.weight,1.646928,39.020927
1.6,0.5,75,features.8.weight,1.6619455,39.24719
1.6,0.5,75,features.10.weight,1.6328354,26.413403
1.6,0.5,75,features.12.weight,1.6708009,30.738995
1.6,0.5,75,features.14.weight,1.6463044,186.71902
1.6,0.5,75,features.16.weight,1.6994909,26.571098
1.6,0.5,75,classifier.weight,1.9982184,4.948874
1.6,0.5,200,features.0.weight,1.6644161,20.883427
1.6,0.5,200,features.2.weight,1.6320086,20.143675
1.6,0.5,200,features.4.weight,1.6454083,25.395428
1.6,0.5,200,features.6.weight,1.6574541,39.026474
1.6,0.5,200,features.8.weight,1.6570147,39.255684
1.6,0.5,200,features.10.weight,1.626604,26.431192
1.6,0.5,200,features.12.weight,1.6617653,30.759544
1.6,0.5,200,features.14.weight,1.6536196,186.72232
1.6,0.5,200,features.16.weight,1.7046217,26.621635
1.6,0.5,200,classifier.weight,2.072901,5.312156
1.6,0.5,10,features.0.weight,1.6638594,20.863266
1.6,0.5,10,features.2.weight,1.6338533,20.126236
1.6,0.5,10,features.4.weight,1.6349849,25.380001
1.6,0.5,10,features.6.weight,1.6493979,39.016026
1.6,0.5,10,features.8.weight,1.6660022,39.240562
1.6,0.5,10,features.10.weight,1.6252096,26.39964
1.6,0.5,10,features.12.weight,1.6637169,30.720829
1.6,0.5,10,features.14.weight,1.6391007,186.714
1.6,0.5,10,features.16.weight,1.6799768,26.507778
1.6,0.5,10,classifier.weight,1.9189936,4.565896
1.6,0.5,3,features.0.weight,1.6638854,20.863018
1.6,0.5,3,features.2.weight,1.6338646,20.126064
1.6,0.5,3,features.4.weight,1.6350713,25.379665
1.6,0.5,3,features.6.weight,1.6495774,39.015705
1.6,0.5,3,features.8.weight,1.6661514,39.240223
1.6,0.5,3,features.10.weight,1.6254019,26.399023
1.6,0.5,3,features.12.weight,1.6639153,30.720327
1.6,0.5,3,features.14.weight,1.6392864,186.71396
1.6,0.5,3,features.16.weight,1.6809264,26.50583
1.6,0.5,3,classifier.weight,1.9053506,4.5535398
1.6,0.5,250,features.0.weight,1.6641897,20.887823
1.6,0.5,250,features.2.weight,1.6317316,20.146757
1.6,0.5,250,features.4.weight,1.6449072,25.397066
1.6,0.5,250,features.6.weight,1.6566846,39.027534
1.6,0.5,250,features.8.weight,1.6558172,39.256916
1.6,0.5,250,features.10.weight,1.6253326,26.433498
1.6,0.5,250,features.12.weight,1.6596881,30.76448
1.6,0.5,250,features.14.weight,1.6520593,186.72292
1.6,0.5,250,features.16.weight,1.7140837,26.632097
1.6,0.5,250,classifier.weight,2.1059163,5.3824406
1.6,0.5,400,features.0.weight,1.6635693,20.89906
1.6,0.5,400,features.2.weight,1.6309509,20.15251
1.6,0.5,400,features.4.weight,1.6435673,25.406507
1.6,0.5,400,features.6.weight,1.6543152,39.03028
1.6,0.5,400,features.8.weight,1.667666,39.26079
1.6,0.5,400,features.10.weight,1.6229134,26.44203
1.6,0.5,400,features.12.weight,1.6695702,30.771002
1.6,0.5,400,features.14.weight,1.6489403,186.72424
1.6,0.5,400,features.16.weight,1.7174069,26.653889
1.6,0.5,400,classifier.weight,2.185636,5.5345206
1.6,0.5,650,features.0.weight,1.6645411,20.91642
1.6,0.5,650,features.2.weight,1.6382455,20.169304
1.6,0.5,650,features.4.weight,1.6470423,25.407118
1.6,0.5,650,features.6.weight,1.6578195,39.03359
1.6,0.5,650,features.8.weight,1.6625874,39.300972
1.6,0.5,650,features.10.weight,1.6271894,26.435976
1.6,0.5,650,features.12.weight,1.6668632,30.803564
1.6,0.5,650,features.14.weight,1.654713,186.91356
1.6,0.5,650,features.16.weight,1.7255169,26.65596
1.6,0.5,650,classifier.weight,2.2157192,5.686405
1.8,1.0,30,features.0.weight,2.0198112,31.790068
1.8,1.0,30,features.2.weight,2.0058532,31.886724
1.8,1.0,30,features.4.weight,1.9869825,36.1631
1.8,1.0,30,features.6.weight,2.000791,46.21492
1.8,1.0,30,features.8.weight,2.009773,46.33474
1.8,1.0,30,features.10.weight,1.9786998,37.011562
1.8,1.0,30,features.12.weight,1.9898628,38.245438
1.8,1.0,30,features.14.weight,1.9935838,151.47212
1.8,1.0,30,features.16.weight,2.038917,36.03478
1.8,1.0,30,classifier.weight,2.4912097,8.907363
1.8,1.0,50,features.0.weight,2.0199313,31.790688
1.8,1.0,50,features.2.weight,2.0058546,31.88735
1.8,1.0,50,features.4.weight,1.9870614,36.163475
1.8,1.0,50,features.6.weight,2.0007553,46.21587
1.8,1.0,50,features.8.weight,2.0096695,46.33518
1.8,1.0,50,features.10.weight,1.9785134,37.012608
1.8,1.0,50,features.12.weight,1.9894254,38.24702
1.8,1.0,50,features.14.weight,1.9932444,151.47261
1.8,1.0,50,features.16.weight,2.0385797,36.038403
1.8,1.0,50,classifier.weight,2.5220804,8.920111
1.8,1.0,1,features.0.weight,2.019157,31.789593
1.8,1.0,1,features.2.weight,2.006086,31.885231
1.8,1.0,1,features.4.weight,1.9869162,36.16117
1.8,1.0,1,features.6.weight,2.001179,46.212467
1.8,1.0,1,features.8.weight,2.0101225,46.33233
1.8,1.0,1,features.10.weight,1.9793733,37.007755
1.8,1.0,1,features.12.weight,1.9905832,38.24148
1.8,1.0,1,features.14.weight,1.9944216,151.47089
1.8,1.0,1,features.16.weight,2.0403602,36.02612
1.8,1.0,1,classifier.weight,2.4758894,8.868792
1.8,1.0,600,features.0.weight,2.0193534,31.808079
1.8,1.0,600,features.2.weight,2.0258086,31.904707
1.8,1.0,600,features.4.weight,1.9855821,36.177425
1.8,1.0,600,features.6.weight,1.9984969,46.227867
1.8,1.0,600,features.8.weight,2.0076792,46.348137
1.8,1.0,600,features.10.weight,1.9759432,37.030502
1.8,1.0,600,features.12.weight,2.006477,38.26854
1.8,1.0,600,features.14.weight,2.009913,151.47859
1.8,1.0,600,features.16.weight,2.0332396,36.072105
1.8,1.0,600,classifier.weight,2.5359554,9.092355
1.8,1.0,6,features.0.weight,2.0195384,31.789406
1.8,1.0,6,features.2.weight,2.0061688,31.885523
1.8,1.0,6,features.4.weight,1.986979,36.16166
1.8,1.0,6,features.6.weight,2.001044,46.213142
1.8,1.0,6,features.8.weight,2.0101516,46.332993
1.8,1.0,6,features.10.weight,1.9790586,37.00899
1.8,1.0,6,features.12.weight,1.9901918,38.24293
1.8,1.0,6,features.14.weight,1.9941106,151.47134
1.8,1.0,6,features.16.weight,2.0396857,36.030388
1.8,1.0,6,classifier.weight,2.507447,8.881552
1.8,1.0,8,features.0.weight,2.019573,31.789501
1.8,1.0,8,features.2.weight,2.006156,31.885498
1.8,1.0,8,features.4.weight,1.9869971,36.16177
1.8,1.0,8,features.6.weight,2.0009599,46.213577
1.8,1.0,8,features.8.weight,2.0100858,46.333576
1.8,1.0,8,features.10.weight,1.9789664,37.009403
1.8,1.0,8,features.12.weight,1.9900713,38.243435
1.8,1.0,8,features.14.weight,1.9941397,151.47147
1.8,1.0,8,features.16.weight,2.0395703,36.031033
1.8,1.0,8,classifier.weight,2.5048292,8.885186
1.8,1.0,15,features.0.weight,2.0196488,31.78982
1.8,1.0,15,features.2.weight,2.0060503,31.885792
1.8,1.0,15,features.4.weight,1.987016,36.162174
1.8,1.0,15,features.6.weight,2.000967,46.21429
1.8,1.0,15,features.8.weight,2.0100193,46.334045
1.8,1.0,15,features.10.weight,1.9789186,37.009926
1.8,1.0,15,features.12.weight,1.989994,38.244328
1.8,1.0,15,features.14.weight,1.9939198,151.47171
1.8,1.0,15,features.16.weight,2.0393126,36.032448
1.8,1.0,15,classifier.weight,2.5011237,8.893986
1.8,1.0,20,features.0.weight,2.0196931,31.789864
1.8,1.0,20,features.2.weight,2.005931,31.8861
1.8,1.0,20,features.4.weight,1.9870237,36.162575
1.8,1.0,20,features.6.weight,2.000912,46.214508
1.8,1.0,20,features.8.weight,2.0098832,46.33439
1.8,1.0,20,features.10.weight,1.9788296,37.010704
1.8,1.0,20,features.12.weight,1.9899199,38.244682
1.8,1.0,20,features.14.weight,1.9937781,151.47188
1.8,1.0,20,features.16.weight,2.0392122,36.033375
1.8,1.0,20,classifier.weight,2.4967139,8.898551
1.8,1.0,100,features.0.weight,2.019756,31.792717
1.8,1.0,100,features.2.weight,2.0057995,31.889425
1.8,1.0,100,features.4.weight,1.9868225,36.1648
1.8,1.0,100,features.6.weight,2.0002463,46.217747
1.8,1.0,100,features.8.weight,2.0094028,46.336796
1.8,1.0,100,features.10.weight,1.9782871,37.01492
1.8,1.0,100,features.12.weight,1.9887613,38.24968
1.8,1.0,100,features.14.weight,1.9926187,151.4734
1.8,1.0,100,features.16.weight,2.0377614,36.042953
1.8,1.0,100,classifier.weight,2.5058818,8.943926
1.8,1.0,2,features.0.weight,2.0192287,31.789583
1.8,1.0,2,features.2.weight,2.0061083,31.885288
1.8,1.0,2,features.4.weight,1.9870167,36.161285
1.8,1.0,2,features.6.weight,2.0010421,46.21277
1.8,1.0,2,features.8.weight,2.010173,46.33246
1.8,1.0,2,features.10.weight,1.9792087,37.00806
1.8,1.0,2,features.12.weight,1.9904268,38.241924
1.8,1.0,2,features.14.weight,1.9943056,151.47104
1.8,1.0,2,features.16.weight,2.0401652,36.027752
1.8,1.0,2,classifier.weight,2.4751382,8.871874
1.8,1.0,4,features.0.weight,2.0193968,31.789637
1.8,1.0,4,features.2.weight,2.0061295,31.885704
1.8,1.0,4,features.4.weight,1.9870355,36.161644
1.8,1.0,4,features.6.weight,2.0011256,46.21288
1.8,1.0,4,features.8.weight,2.0102184,46.33273
1.8,1.0,4,features.10.weight,1.9790362,37.008526
1.8,1.0,4,features.12.weight,1.9903146,38.24246
1.8,1.0,4,features.14.weight,1.9941471,151.47122
1.8,1.0,4,features.16.weight,2.0398319,36.029602
1.8,1.0,4,classifier.weight,2.4715438,8.877214
1.8,1.0,125,features.0.weight,2.0197587,31.793571
1.8,1.0,125,features.2.weight,2.0057504,31.890564
1.8,1.0,125,features.4.weight,1.9867275,36.165493
1.8,1.0,125,features.6.weight,2.000132,46.218445
1.8,1.0,125,features.8.weight,2.0092108,46.33756
1.8,1.0,125,features.10.weight,1.978164,37.01682
1.8,1.0,125,features.12.weight,1.9885564,38.250896
1.8,1.0,125,features.14.weight,1.9923357,151.47383
1.8,1.0,125,features.16.weight,2.0373492,36.045383
1.8,1.0,125,classifier.weight,2.5000775,8.9539
1.8,1.0,0,features.0.weight,2.0191386,31.789587
1.8,1.0,0,features.2.weight,2.0061972,31.885435
1.8,1.0,0,features.4.weight,1.9868997,36.161133
1.8,1.0,0,features.6.weight,2.001146,46.2124
1.8,1.0,0,features.8.weight,2.0100372,46.33221
1.8,1.0,0,features.10.weight,1.9793332,37.007698
1.8,1.0,0,features.12.weight,1.9906998,38.241146
1.8,1.0,0,features.14.weight,1.9944806,151.4708
1.8,1.0,0,features.16.weight,2.0403244,36.026844
1.8,1.0,0,classifier.weight,2.4782722,8.866965
1.8,1.0,150,features.0.weight,2.0197477,31.794384
1.8,1.0,150,features.2.weight,2.0055842,31.89219
1.8,1.0,150,features.4.weight,1.9867814,36.166054
1.8,1.0,150,features.6.weight,1.9999659,46.219074
1.8,1.0,150,features.8.weight,2.0091717,46.3381
1.8,1.0,150,features.10.weight,1.9778475,37.018185
1.8,1.0,150,features.12.weight,1.9883004,38.252003
1.8,1.0,150,features.14.weight,1.992115,151.47418
1.8,1.0,150,features.16.weight,2.0370007,36.04717
1.8,1.0,150,classifier.weight,2.493465,8.966209
1.8,1.0,550,features.0.weight,2.0193906,31.807346
1.8,1.0,550,features.2.weight,2.0258098,31.903793
1.8,1.0,550,features.4.weight,1.9856977,36.17653
1.8,1.0,550,features.6.weight,1.9985622,46.22728
1.8,1.0,550,features.8.weight,2.007779,46.347397
1.8,1.0,550,features.10.weight,1.9760591,37.029705
1.8,1.0,550,features.12.weight,1.9860555,38.267643
1.8,1.0,550,features.14.weight,2.0100381,151.47835
1.8,1.0,550,features.16.weight,2.0335464,36.069794
1.8,1.0,550,classifier.weight,2.5399973,9.082705
1.8,1.0,500,features.0.weight,2.019471,31.806005
1.8,1.0,500,features.2.weight,2.0047858,31.902617
1.8,1.0,500,features.4.weight,1.9858254,36.175613
1.8,1.0,500,features.6.weight,1.9986821,46.22665
1.8,1.0,500,features.8.weight,2.0079303,46.3466
1.8,1.0,500,features.10.weight,1.976179,37.028793
1.8,1.0,500,features.12.weight,1.986223,38.266563
1.8,1.0,500,features.14.weight,1.9896457,151.478
1.8,1.0,500,features.16.weight,2.0338535,36.067654
1.8,1.0,500,classifier.weight,2.5461383,9.071209
1.8,1.0,40,features.0.weight,2.019914,31.79018
1.8,1.0,40,features.2.weight,2.0058093,31.887114
1.8,1.0,40,features.4.weight,1.9870759,36.16325
1.8,1.0,40,features.6.weight,2.0007634,46.215195
1.8,1.0,40,features.8.weight,2.0097828,46.334885
1.8,1.0,40,features.10.weight,1.9786385,37.012165
1.8,1.0,40,features.12.weight,1.9896082,38.246185
1.8,1.0,40,features.14.weight,1.9933647,151.47235
1.8,1.0,40,features.16.weight,2.0387192,36.037106
1.8,1.0,40,classifier.weight,2.5266387,8.914601
1.8,1.0,300,features.0.weight,2.019757,31.799973
1.8,1.0,300,features.2.weight,2.0051954,31.897224
1.8,1.0,300,features.4.weight,1.9862895,36.170162
1.8,1.0,300,features.6.weight,1.9993358,46.22255
1.8,1.0,300,features.8.weight,2.0086493,46.34155
1.8,1.0,300,features.10.weight,1.9771266,37.022873
1.8,1.0,300,features.12.weight,1.9872447,38.259808
1.8,1.0,300,features.14.weight,1.9906873,151.47607
1.8,1.0,300,features.16.weight,2.0354471,36.05735
1.8,1.0,300,classifier.weight,2.5387795,9.018275
1.8,1.0,75,features.0.weight,2.0198715,31.791365
1.8,1.0,75,features.2.weight,2.005849,31.888342
1.8,1.0,75,features.4.weight,1.9870378,36.163822
1.8,1.0,75,features.6.weight,2.0004237,46.216938
1.8,1.0,75,features.8.weight,2.009593,46.335922
1.8,1.0,75,features.10.weight,1.9783541,37.01403
1.8,1.0,75,features.12.weight,1.9890864,38.248486
1.8,1.0,75,features.14.weight,1.9929844,151.47305
1.8,1.0,75,features.16.weight,2.0381384,36.04089
1.8,1.0,75,classifier.weight,2.5146937,8.93211
1.8,1.0,200,features.0.weight,2.0197294,31.796453
1.8,1.0,200,features.2.weight,2.0055084,31.893627
1.8,1.0,200,features.4.weight,1.9865108,36.16794
1.8,1.0,200,features.6.weight,1.9997044,46.22033
1.8,1.0,200,features.8.weight,2.0089817,46.339546
1.8,1.0,200,features.10.weight,1.9776064,37.020123
1.8,1.0,200,features.12.weight,1.9879351,38.255592
1.8,1.0,200,features.14.weight,1.9916261,151.47484
1.8,1.0,200,features.16.weight,2.0363758,36.051205
1.8,1.0,200,classifier.weight,2.5227444,8.98408
1.8,1.0,10,features.0.weight,2.019536,31.789568
1.8,1.0,10,features.2.weight,2.0060585,31.885824
1.8,1.0,10,features.4.weight,1.9869428,36.16201
1.8,1.0,10,features.6.weight,2.000947,46.213707
1.8,1.0,10,features.8.weight,2.0101192,46.333744
1.8,1.0,10,features.10.weight,1.9789653,37.009598
1.8,1.0,10,features.12.weight,1.9900417,38.24366
1.8,1.0,10,features.14.weight,1.9940338,151.47156
1.8,1.0,10,features.16.weight,2.039413,36.031616
1.8,1.0,10,classifier.weight,2.5048292,8.887437
1.8,1.0,3,features.0.weight,2.0193317,31.789608
1.8,1.0,3,features.2.weight,2.0060914,31.88557
1.8,1.0,3,features.4.weight,1.9870346,36.161507
1.8,1.0,3,features.6.weight,2.001076,46.212883
1.8,1.0,3,features.8.weight,2.0101683,46.33266
1.8,1.0,3,features.10.weight,1.97914,37.008305
1.8,1.0,3,features.12.weight,1.990369,38.242188
1.8,1.0,3,features.14.weight,1.9941895,151.47115
1.8,1.0,3,features.16.weight,2.039968,36.02904
1.8,1.0,3,classifier.weight,2.4719925,8.875167
1.8,1.0,250,features.0.weight,2.0198262,31.798103
1.8,1.0,250,features.2.weight,2.0053198,31.89539
1.8,1.0,250,features.4.weight,1.9864781,36.16917
1.8,1.0,250,features.6.weight,1.9995512,46.22163
1.8,1.0,250,features.8.weight,2.0088124,46.340477
1.8,1.0,250,features.10.weight,1.977389,37.02152
1.8,1.0,250,features.12.weight,1.9875906,38.257496
1.8,1.0,250,features.14.weight,1.9912274,151.47545
1.8,1.0,250,features.16.weight,2.0359159,36.05442
1.8,1.0,250,classifier.weight,2.512012,9.000022
1.8,1.0,400,features.0.weight,2.0195332,31.80345
1.8,1.0,400,features.2.weight,2.0049107,31.900705
1.8,1.0,400,features.4.weight,1.9859619,36.173714
1.8,1.0,400,features.6.weight,1.9989339,46.224907
1.8,1.0,400,features.8.weight,2.0081553,46.343906
1.8,1.0,400,features.10.weight,1.9765887,37.02666
1.8,1.0,400,features.12.weight,1.9866666,38.264046
1.8,1.0,400,features.14.weight,1.9901439,151.47714
1.8,1.0,400,features.16.weight,2.0344703,36.063236
1.8,1.0,400,classifier.weight,2.523203,9.047772
1.8,1.0,650,features.0.weight,2.0253296,31.8219
1.8,1.0,650,features.2.weight,2.0147736,31.911392
1.8,1.0,650,features.4.weight,1.980931,36.146927
1.8,1.0,650,features.6.weight,1.9970827,46.22886
1.8,1.0,650,features.8.weight,2.0155997,46.387733
1.8,1.0,650,features.10.weight,1.9737574,37.03529
1.8,1.0,650,features.12.weight,1.9968609,38.25518
1.8,1.0,650,features.14.weight,2.0005012,151.63777
1.8,1.0,650,features.16.weight,2.032358,36.0716
1.8,1.0,650,classifier.weight,2.5291862,9.101396
1.0,0.5,30,features.0.weight,0.99820197,144.94238
1.0,0.5,30,features.2.weight,1.0028673,81.74799
1.0,0.5,30,features.4.weight,0.99887854,141.7757
1.0,0.5,30,features.6.weight,0.9971185,358.24722
1.0,0.5,30,features.8.weight,1.0201881,364.54755
1.0,0.5,30,features.10.weight,0.99612063,141.48753
1.0,0.5,30,features.12.weight,1.0029873,422.9099
1.0,0.5,30,features.14.weight,1.0066376,8247.282
1.0,0.5,30,features.16.weight,1.0304106,224.6259
1.0,0.5,30,classifier.weight,1.13136,17.116623
1.0,0.5,50,features.0.weight,0.9985239,144.94255
1.0,0.5,50,features.2.weight,1.0028977,81.748116
1.0,0.5,50,features.4.weight,0.9984573,141.7758
1.0,0.5,50,features.6.weight,0.996825,358.24725
1.0,0.5,50,features.8.weight,1.0255413,364.5476
1.0,0.5,50,features.10.weight,0.9951292,141.48773
1.0,0.5,50,features.12.weight,1.0070248,422.91003
1.0,0.5,50,features.14.weight,1.0043068,8247.282
1.0,0.5,50,features.16.weight,1.0361968,224.62659
1.0,0.5,50,classifier.weight,1.1376721,17.148413
1.0,0.5,1,features.0.weight,0.9970458,144.94212
1.0,0.5,1,features.2.weight,1.0026958,81.74765
1.0,0.5,1,features.4.weight,0.9993304,141.77531
1.0,0.5,1,features.6.weight,0.992063,358.24713
1.0,0.5,1,features.8.weight,1.0215213,364.54736
1.0,0.5,1,features.10.weight,0.9921483,141.4868
1.0,0.5,1,features.12.weight,1.0011117,422.90964
1.0,0.5,1,features.14.weight,1.0008152,8247.282
1.0,0.5,1,features.16.weight,1.0099946,224.62347
1.0,0.5,1,classifier.weight,1.0960429,17.073935
1.0,0.5,600,features.0.weight,1.004354,144.94382
1.0,0.5,600,features.2.weight,1.0026159,81.74939
1.0,0.5,600,features.4.weight,1.001019,141.77689
1.0,0.5,600,features.6.weight,1.0052339,358.24753
1.0,0.5,600,features.8.weight,1.0313494,364.5479
1.0,0.5,600,features.10.weight,1.005048,141.48901
1.0,0.5,600,features.12.weight,1.0190281,422.91064
1.0,0.5,600,features.14.weight,1.0208279,8247.282
1.0,0.5,600,features.16.weight,1.0663546,224.63089
1.0,0.5,600,classifier.weight,1.1776198,17.261923
1.0,0.5,6,features.0.weight,0.9973117,144.94215
1.0,0.5,6,features.2.weight,1.0027382,81.747696
1.0,0.5,6,features.4.weight,0.9992525,141.77538
1.0,0.5,6,features.6.weight,0.9919193,358.24716
1.0,0.5,6,features.8.weight,1.0212983,364.54745
1.0,0.5,6,features.10.weight,0.9919619,141.48694
1.0,0.5,6,features.12.weight,1.0006145,422.9097
1.0,0.5,6,features.14.weight,0.99929786,8247.282
1.0,0.5,6,features.16.weight,1.01332,224.62381
1.0,0.5,6,classifier.weight,1.1038226,17.080147
1.0,0.5,8,features.0.weight,0.9974421,144.94217
1.0,0.5,8,features.2.weight,1.0027571,81.74777
1.0,0.5,8,features.4.weight,0.9992186,141.7754
1.0,0.5,8,features.6.weight,0.99182034,358.2472
1.0,0.5,8,features.8.weight,1.0211704,364.5475
1.0,0.5,8,features.10.weight,0.9918218,141.48709
1.0,0.5,8,features.12.weight,1.0002927,422.9097
1.0,0.5,8,features.14.weight,0.9986994,8247.282
1.0,0.5,8,features.16.weight,1.017966,224.62396
